ACH3666 ; A Cidade Constitucional
CJE0572 ; Literatura Brasileira Pós-modernista
CMU0619 ; Literatura e Registração Organística I
CMU0620 ; Literatura e Registração Organística II
CMU0696 ; Literatura e Registração Organística III
CMU0697 ; Literatura e Registração Organística IV
CMU0870 ; Literatura Pedagógica para Instrumentos de Cordas Friccionadas
CJE0644 ; Livros Infantis e Juvenis
CAC0296 ; Maquiagem e Caracterização
CAC0617 ; Maquiagem e Caracterização
CRP0398 ; Marketing
CRP0477 ; Marketing em Turismo
CRP0473 ; Meios de Hospedagem
CRP0451 ; Memória Institucional e Responsabilidade Histórica
CJE0648 ; Mercado Editorial
CRP0435 ; Mercadologia e Publicidade
CRP0459 ; Mercados e Segmentos do Turismo
CMU0326 ; Metodologia  de Ensino de Música com Estágio Supervisionado I
CJE0666 ; Metodologia Científica aplicada ao Jornalismo
CMU0687 ; Metodologia da Pesquisa em Música
CRP0499 ; Metodologia de Case-Study para realização de Trabalho de Conclusão de Curso
CBD0245 ; Metodologia de Construção de Tesauro
CCA0316 ; Metodologia de Ensino da Comunicação com Estágio Supervisionado
CMU0681 ; Metodologia de Ensino de Música com Estágio Supervisionado I
CMU0327 ; Metodologia de Ensino de Música com Estágio Supervisionado II
CMU0682 ; Metodologia de Ensino de Música com Estágio Supervisionado II
CMU0676 ; Metodologia de Ensino de Música com Estágio Supervisionado III
CCA0308 ; Metodologia do Ensino da Educomunicação com Estágio Supervisionado
CAC0353 ; Metodologia do Ensino das Artes Cênicas I
CAC0609 ; Metodologia do Ensino das Artes Cênicas I
CAC0354 ; Metodologia do Ensino das Artes Cênicas I I
CAC0612 ; Metodologia do Ensino das Artes Cênicas II
CAC0355 ; Metodologia do Ensino das Artes Cênicas III
CAC0638 ; Metodologia do Ensino das Artes Cênicas III
CMU0398 ; Metodologia na Educação Musical
CAP0168 ;1 Metodologias do Ensino das Artes Visuais I com Estágios Supervisionados
CAP0169 ;1 Metodologias do Ensino das Artes Visuais II com Estágios Supervisionados
CAP0291 ; Metodologias do Ensino das Artes Visuais III com Estágios Supervisionados
CAP0299 ; Metodologias do Ensino das Artes Visuais IV com Estágios Supervisionados
CCA0291 ; Metodologias para a Pesquisa Científica em Educomunicação
CRP0485 ; Métodos de Pesquisa em Turismo
CBD0278 ; Métodos e Técnicas de Avaliação da Produção Científica
CJE0571 ; Métodos e Técnicas para Leitura Crítica
CBD0292 ; Métodos Qualitativos e Quantitativos em Biblioteconomia e Ciência da Informação
CRP0425 ; Mídia
CCA0284 ; Mídia e Sociedade
CCA0285 ; Mídia, Arte e Educação
CTR0709 ; Mídias Digitais
CTR0717 ; Mídias e Expressão Audiovisual
CTR0670 ; Mídias Interativas
CAC0608 ; Mimica
CAC0253 ; Mimica I
CAC0254 ; Mímica II
CAC0381 ; Mímica III
CAC0382 ; Mímica IV
CAP0247 ; Modelagem
CTR0671 ; Montagem / Edição I
CTR0705 ; Montagem / Edição II
CTR0712 ; Montagem / Edição III
CMU0460 ; Montagem de Ópera I
CMU0461 ; Montagem de Ópera II
CMU0465 ; Montagem de Ópera III
CMU0466 ; Montagem de Ópera IV
CAP0240 ; Multimídia e Intermídia I
CAP0241 ; Multimídia e Intermídia II
CMU0322 ; Música Brasileira I
CMU0323 ; Música Brasileira II
CMU0674 ; Música Contemporânea, História, Análise e Processos.
CMU0471 ; Música de Câmara I
CMU0472 ; Música de Câmara II
CMU0473 ; Música de Câmara III
CMU0474 ; Música de Câmara IV
CMU0659 ; Música de Câmara para Percussão I
CMU0660 ; Música de Câmara para Percussão II
CMU0661 ; Música de Câmara para Percussão III
CMU0662 ; Música de Câmara para Percussão IV
CMU0663 ; Música de Câmara para Percussão V
CMU0664 ; Música de Câmara para Percussão VI
CMU0665 ; Música de Câmara para Percussão VII
CMU0666 ; Música de Câmara para Percussão VIII
CAC0282 ; Música e Ritmo
CMU0450 ; Música Eletroacústica I
CMU0451 ; Música Eletroacústica II
CAC0554 ; Música I
CAC0558 ; Música II
CAC0573 ; Música III
CMU0849 ; Música na Antiguidade Grega
CMU0611 ; Música Popular Brasileira I
CMU0612 ; Música Popular Brasileira II
CMU0544 ; Música, Infância e Educação Musical
CCA0315 ; Música: Comunicação e Experiência Estética
CAP0260 ; O Barroco No Brasil
CMU0850 ; O Choro - sua história, seus compositores e intérpretes.
CJE0650 ; O romance policial de Agatha Christie
CMU0747 ; Oboé I
CMU0748 ; Oboé II
CMU0749 ; Oboé III
CMU0750 ; Oboé IV
CMU0751 ; Oboé V
CMU0752 ; Oboé VI
CMU0753 ; Oboé VII
CMU0754 ; Oboé VIII
CAP0204 ; Oficina de Artes Plásticas I (cor)
CAP0205 ; Oficina de Artes Plásticas II ( Palavra, Imagem e Espaço Publico)
CAP0248 ; Oficina de Artes Plásticas IV (composição e Cor)
CBD0290 ; Ontologias em sistemas digitais
CMU0763 ; Órgão I
CMU0764 ; Órgão II
CMU0765 ; Órgão III
CMU0766 ; Órgão IV
CMU0767 ; Órgão V
CMU0768 ; Órgão VI
CMU0769 ; Órgão VII
CMU0770 ; Órgão VIII
CMU0591 ; Origem e Evolução dos Instrumentos de Metais
CMU0485 ; Orquestra I
CMU0486 ; Orquestra II
CMU0487 ; Orquestra III
CMU0488 ; Orquestra IV
CMU0489 ; Orquestra V
CMU0490 ; Orquestra VI
CRP0528 ; Os desafios da inovação no Turismo
CRP0468 ; Patrimônio Cultural em Turismo e Bens Imateriais
CMU0592 ; Peculiaridades Estilísticas na Interpretação da Música Tonal
CMU0575 ; Pedagogia da Voz I
CMU0576 ; Pedagogia da Voz II
CMU0580 ; Pedagogia do Instrumento I
CMU0581 ; Pedagogia do Instrumento II
CAC0595 ; Pedagogia e Processos de Criação
2700400 ; Pensamento Crítico nas Artes
CRP0447 ; Pensamento Econômico Contemporâneo
CMU0512 ; Percepção Musical I
CMU0513 ; Percepção Musical II
CMU0514 ; Percepção Musical III
CMU0515 ; Percepção Musical IV
CMU0516 ; Percepção Musical V
CMU0517 ; Percepção Musical VI
CMU0518 ; Percepção Musical VII
CMU0519 ; Percepção Musical VIII
CMU0658 ; Percussão Aplicada
CMU0795 ; Percussão I
CMU0796 ; Percussão II
CMU0797 ; Percussão III
CMU0798 ; Percussão IV
CMU0799 ; Percussão V
CMU0800 ; Percussão VI
CMU0801 ; Percussão VII
CMU0802 ; Percussão VIII
CMU0668 ; Performance I
CMU0669 ; Performance II
CMU0851 ; Performance III
CMU0852 ; Performance IV
CMU0545 ; Performance, Educação e Sociedade
CAP0210 ; Perspectiva e Sombra
CJE0629 ; Pesquisa da Comunicação
CRP0394 ; Pesquisa de Opinião Pública
CRP0285 ; Pesquisa em Publicidade
CMU0260 ; Piano Complementar  I
CMU0261 ; Piano Complementar  II
CMU0787 ; Piano I
CMU0788 ; Piano II
CMU0789 ; Piano III
CMU0790 ; Piano IV
CMU0791 ; Piano V
CMU0792 ; Piano VI
CMU0793 ; Piano VII
CMU0794 ; Piano VIII
CAP0290 ; Pintura e Colagem
CAP0211 ; Pintura I
CAP0212 ; Pintura II
CRP0396 ; Planejamento de Relações Públicas
CBD0265 ; Planejamento e Avaliação de Bibliotecas e Serviços de Informação I
CBD0266 ; Planejamento e Avaliação de Bibliotecas e Serviços de Informação II
CRP0382 ; Planejamento e Organização do Turismo I
CRP0486 ; Planejamento e Organização do Turismo I
CRP0383 ; Planejamento e Organizacao do Turismo II
CRP0489 ; Planejamento e Organização do Turismo II
CRP0353 ; Planejamento Publicitário
CRP0454 ; Plano de Negócios Aplicado ao Turismo
CAC0269 ; Poéticas da Voz III
CAC0274 ; Poéticas da Voz IV
CAC0278 ; Poéticas da Voz V
CAC0279 ; Poéticas da Voz VI
CAC0643 ; Poéticas de Atuação I
CAC0644 ; Poéticas de Encenação I
CAC0546 ; Poéticas do Corpo e da Voz I
CAC0547 ; Poéticas do Corpo e da Voz II
CAC0574 ; Poéticas do Corpo e da Voz III
CAC0599 ; Poéticas do Gesto e da Palavra I
CAC0600 ; Poéticas do Gesto e da Palavra II
CJE0622 ; Políticas Públicas de Leitura
CRP0463 ; Políticas Públicas de Turismo
CMU0475 ; Prática Camerística I
CMU0476 ; Prática Camerística II
CMU0477 ; Prática Camerística III
CMU0478 ; Prática Camerística IV
CMU0483 ; Prática Camerística IX
CMU0479 ; Prática Camerística V
CMU0480 ; Prática Camerística VI
CMU0481 ; Prática Camerística VII
CMU0482 ; Prática Camerística VIII
CMU0484 ; Prática Camerística X
CMU0593 ; Prática de Coro de Câmara I
CMU0594 ; Prática de Coro de Câmara II
CMU0595 ; Prática de Coro de Câmara III
CMU0596 ; Prática de Coro de Câmara IV
CMU0597 ; Prática de Coro de Câmara V
CMU0598 ; Prática de Coro de Câmara VI
CMU0599 ; Prática de Coro de Câmara VII
CMU0600 ; Prática de Coro de Câmara VIII
CAP0273 ; Prática de Escultura I
CAP0274 ; Prática de Escultura II
CAP0275 ; Prática de Escultura III
CAP0281 ; Prática de Fundamentos da Linguagem Visual
CAP0276 ; Prática de Gravura I
CAP0277 ; Prática de Gravura II
CAP0278 ; Prática de Gravura III
CAP0279 ; Prática de Multimídia e Intermídia I
CAP0280 ; Prática de Multimídia e Intermídia II
CMU0695 ; Prática de Orquestra de Sopros I
CMU0699 ; Prática de Orquestra de Sopros II
CMU0700 ; Prática de Orquestra de Sopros III
CMU0701 ; Prática de Orquestra de Sopros IV
CMU0702 ; Prática de Orquestra de Sopros V
CMU0703 ; Prática de Orquestra de Sopros VI
CMU0704 ; Prática de Orquestra de Sopros VII
CMU0705 ; Prática de Orquestra de Sopros VIII
CAP0270 ; Prática de Pintura I
CAP0271 ; Prática de Pintura II
CAP0272 ; Prática de Pintura III
CMU0454 ; Prática de Repertório de Canto I
CMU0455 ; Prática de Repertório de Canto II
CMU0456 ; Prática de Repertório de Canto III
CMU0457 ; Prática de Repertório de Canto IV
CMU0458 ; Prática de Repertório de Canto V
CMU0459 ; Prática de Repertório de Canto VI
CMU0491 ; Prática Orquestral I
CMU0845 ; Prática Orquestral I
CMU0492 ; Prática Orquestral II
CMU0846 ; Prática Orquestral II
CMU0493 ; Prática Orquestral III
CMU0847 ; Prática Orquestral III
CMU0494 ; Prática Orquestral IV
CMU0848 ; Prática Orquestral IV
CMU0495 ; Prática Orquestral V
CMU0496 ; Prática Orquestral VI
CMU0497 ; Prática Orquestral VII
CMU0498 ; Prática Orquestral VIII
CAC0551 ; Práticas da Cena I
CAC0555 ; Práticas da Cena II
CAC0562 ; Práticas da Cena III
CAC0601 ; Práticas de Rua
CMU0380 ; Práticas Instrumentais I
CMU0381 ; Práticas Instrumentais II
CMU0382 ; Práticas Instrumentais III
CMU0383 ; Práticas Instrumentais IV
CMU0538 ; Práticas Instrumentais IX
CMU0384 ; Práticas Instrumentais V
CMU0385 ; Práticas Instrumentais VI
CMU0386 ; Práticas Instrumentais VII
CMU0387 ; Práticas Instrumentais VIII
CMU0539 ; Práticas Instrumentais X
CMU0540 ; Práticas Instrumentais XI
CMU0541 ; Práticas Instrumentais XII
CMU0617 ; Práticas Interpretativas na Música do Período Clássico
CCA0303 ; Práticas Laboratoriais em Multimídia
CMU0671 ; Práticas Multidisciplinares em Canto Coral , com Estágio Supervisionado VIII
CMU0469 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado I
CMU0470 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado II
CMU0505 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado III
CMU0506 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado IV
CMU0672 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado IX
CMU0507 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado V
CMU0508 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado VI
CMU0670 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado VII
CMU0673 ; Práticas Multidisciplinares em Canto Coral, com Estágio Supervisionado X
CAP0300 ; Práticas Performativas I
CAC0559 ; Práticas Performativas II
CRP0350 ; Princípios da Economia Aplicados à Comunicação
CCA0319 ; Procedimentos de Pesquisa em Educomunicação
CCA0304 ; Procedimentos Educomunicativos em Educação a Distância I
CCA0305 ; Procedimentos Educomunicativos em Educação a Distância II
CAC0645 ; Processos Criativos e Pedagógicos I
CAP0255 ; Processos Fotográficos
CAC0602 ; Produção
CAP0303 ; Produção Audiovisual e Periféricos I
CAP0304 ; Produção Audiovisual e Periféricos II
CRP0423 ; Produção Audiovisual em Comunicação Digital I
CRP0424 ; Produção Audiovisual em Comunicação Digital II
CRP0415 ; Produção Audiovisual no Contexto das Novas Mídias, do Novo Social, e das Empresas e Instituições
CRP0419 ; Produção de Periódicos Institucionais no Contexto das Novas Mídias, do Novo Social, e das Empresas e Instituições
CCA0296 ; Produção de Suportes Midiáticos para a Educação
CJE0335 ; Produção Gráfica
CRP0357 ; Produção Gráfica
CAC0545 ; Produção Teatral
CRP0323 ; Programação Visual
CAC0634 ; Projeto Cenografia Teatral
CAC0307 ; Projeto de Cenografia Teatral I
CAC0308 ; Projeto de Cenografia Teatral II
CAP0220 ; Projeto de Graduação em Educação Artística
CAP0228 ; Projeto de Graduação Em Escultura
CAP0312 ; Projeto de Graduação em Escultura I
CAP0313 ; Projeto de Graduação em Escultura II
CAP0235 ; Projeto de Graduação Em Gravura
CAP0314 ; Projeto de Graduação em Gravura I
CAP0315 ; Projeto de Graduação em Gravura II
CAP0310 ; Projeto de Graduação em Licenciatura em Artes Visuais I
CAP0311 ; Projeto de Graduação em Licenciatura em Artes Visuais II
CAP0242 ; Projeto de Graduação Em Multimídia e Intermídia
CAP0316 ; Projeto de Graduação em Multimídia e Intermídia I
CAP0317 ; Projeto de Graduação em Multimídia e Intermídia II
CAP0213 ; Projeto de Graduação Em Pintura
CAP0318 ; Projeto de Graduação em Pintura I
CAP0319 ; Projeto de Graduação em Pintura II
CAC0635 ; Projeto Direção Teatral
CAC0301 ; Projeto Direção Teatral I
CAC0302 ; Projeto Direção Teatral II
CRP0330 ; Projeto Experimental de Relações Públicas
CBD0234 ; Projeto Experimental Em Biblioteconomia I
CBD0267 ; Projeto Experimental em Biblioteconomia II
CJE0411 ; Projeto Experimental Em Jornalismo
CJE0314 ; Projeto Experimental Em Producao Editorial
CAP0156 ; Projeto Gráfico
CRP0464 ; Projeto Interdisciplinar de Turismo
CAC0632 ; Projeto Interpretação Teatral
CAC0303 ; Projeto Interpretação Teatral I
CAC0304 ; Projeto Interpretação Teatral II
CAC0603 ; Projeto Mímica I
CAC0604 ; Projeto Mímica II
CAC0640 ; Projeto Teatral de Licenciatura
CTR0674 ; Projeto Temático Orientado
CAC0636 ; Projeto Teoria do Teatro
CAC0305 ; Projeto Teoria do Teatro I
CAC0306 ; Projeto Teoria do Teatro II
CJE0599 ; Projetos em Jornalismo Digital
CJE0532 ; Projetos em Rádio
CMU0521 ; Projetos em Repertório Coral I
CMU0698 ; Projetos em Repertório Coral II
CJE0533 ; Projetos em Televisão
CRP0317 ; Projetos Experimentais em Propaganda e Publicidade
CRP0168 ; Promoção de Vendas
CRP0171 ; Propaganda Ideológica
CRP0446 ; Publicidade e Propaganda: Conceitos e Estratégias
CTR0689 ; Rádio e Mídias Sonoras I
CTR0697 ; Rádio e Mídias Sonoras II
CTR0682 ; Rádio e Mídias Sonoras III
CJE0603 ; Radiojornalismo
CCA0257 ; Realidade Sócio-econômica e Política Brasileira
CMU0573 ; Recital I
CBD0200 ; Recursos Informacionais I
CBD0201 ; Recursos Informacionais II
CRP0325 ; Redação Publicitária I
CRP0326 ; Redação Publicitária II
CRP0327 ; Redação Publicitária III
CBD0272 ; Redes Eletrônicas e Ambientes de Informação
CMU0410 ; Redução de Partituras ao Piano I
CMU0411 ; Redução de Partituras ao Piano II
CMU0440 ; Regência Coral I
CMU0441 ; Regência Coral II
CMU0442 ; Regência Coral III
CMU0443 ; Regência Coral IV
CMU0444 ; Regência Coral V
CMU0445 ; Regência Coral VI
CMU0531 ; Regência Coral VII
CMU0532 ; Regencia Coral VIII
CMU0424 ; Regência Orquestral I
CMU0425 ; Regência Orquestral II
CMU0446 ; Regência Orquestral III
CMU0447 ; Regência Orquestral IV
CMU0368 ; Regência Orquestral V
CMU0369 ; Regência Orquestral VI
CMU0370 ; Regência Orquestral VII
CMU0371 ; Regência Orquestral VIII
CRP0429 ; Relações Públicas Comunitárias e Terceiro Setor
CRP0430 ; Relações Públicas Internacionais
CMU0522 ; Repertório Coral Brasileiro: Música e Literatura
CMU0533 ; Repertório Orquestral I
CMU0534 ; Repertório Orquestral II
CBD0215 ; Representação Descritiva I
CBD0216 ;0 Representação Descritiva II
CRP0498 ; Representação Simbólica e Tecnologias da Virtualidade no Turismo
CJE0646 ; Retórica e Construção do Discurso
CMU0686 ; Rítmica
CTR0666 ; Roteiro I
CTR0688 ; Roteiro II
CTR0703 ; Roteiro III
CMU0563 ; Seminário de Execução Musical I
CMU0689 ; Seminário de Execução Musical I
CMU0564 ; Seminário de Execução Musical II
CMU0690 ; Seminário de Execução Musical II
CMU0565 ; Seminário de Execução Musical III
CMU0691 ; Seminário de Execução Musical III
CMU0566 ; Seminário de Execução Musical IV
CMU0692 ; Seminário de Execução Musical IV
CMU0568 ; Seminário de Execução Musical VI
CMU0561 ; Seminário de Projeto de Pesquisa I
CMU0562 ; Seminário de Projeto de Pesquisa II
CTR0693 ; Seminário Temático I
CTR0809 ; Seminário Temático II
CBD0293 ; Seminários de Informação
CBD0129 ; Serviços ao Usuário
CBD0270 ; Software Livre e Informatização de Bibliotecas
CTR0664 ; Som I
CTR0668 ; Som II
CTR0687 ; Som III
CTR0704 ; Som IV
CAC0277 ; Sonoplastia
CAP0293 ; Suportes não Convencionais na Tridimensionalidade
CAC0370 ; Teatro Brasileiro I
CAC0565 ; Teatro Brasileiro I
CAC0372 ; Teatro Brasileiro II
CAC0566 ; Teatro Brasileiro II
CAC0553 ; Teatro de Animação I
CAC0557 ; Teatro de Animação II
CAC0240 ; Teatro e Educação I
CAC0611 ; Teatro e Educação I
CAC0241 ; Teatro e Educação II
CAC0639 ; Teatro e Educação II
CAC0560 ; Teatro e Sociedade
CMU0601 ; Técnica de Execução do Violino I
CMU0602 ; Técnica de Execução do Violino II
CMU0603 ; Técnica de Execução do Violino III
CMU0604 ; Técnica de Execução do Violino IV
CMU0605 ; Técnica de Execução do Violino V
CMU0606 ; Técnica de Execução do Violino VI
CMU0607 ; Técnica de Execução do Violino VII
CMU0608 ; Técnica de Execução do Violino VIII
CMU0862 ; Técnica de Execução do Violoncelo I
CMU0863 ; Técnica de Execução do Violoncelo II
CMU0864 ; Técnica de Execução do Violoncelo III
CMU0865 ; Técnica de Execução do Violoncelo IV
CMU0866 ; Técnica de Execução do Violoncelo V
CMU0867 ; Técnica de Execução do Violoncelo VI
